ortho	lemme	cgram
capitons	capiton	NOM
capitouls	capitoul	NOM
capitula	capituler	VER
capitulaient	capituler	VER
capitulaire	capitulaire	ADJ
capitulais	capituler	VER
capitulait	capituler	VER
capitulant	capituler	VER
capitulard	capitulard	NOM
capitulation	capitulation	NOM
capitulations	capitulation	NOM
capitule	capitule	NOM
capitule	capituler	VER
capitulent	capituler	VER
capituler	capituler	VER
capitulera	capituler	VER
capitulerait	capituler	VER
capitulerez	capituler	VER
capitulerons	capituler	VER
capituleront	capituler	VER
capitules	capitule	NOM
capitules	capituler	VER
capituliez	capituler	VER
capitulions	capituler	VER
capitulons	capituler	VER
capitulèrent	capituler	VER
capitulé	capituler	VER
capo	capo	NOM
capoc	capoc	NOM
capon	capon	ADJ
capons	capon	ADJ
caporal	caporal	NOM
caporal-chef	caporal-chef	NOM
caporale	caporal	NOM
caporaux	caporal	NOM
capos	capo	NOM
capot	capot	ADJ
capot	capot	NOM
capota	capoter	VER
capotaient	capoter	VER
capote	capote	NOM
capote	capoter	VER
capoter	capoter	VER
capotes	capote	NOM
capotes	capoter	VER
capots	capot	NOM
capoté	capoter	VER
capotée	capoter	VER
cappa	cappa	NOM
cappuccino	cappuccino	NOM
cappuccinos	cappuccino	NOM
capricant	capricant	ADJ
capricants	capricant	ADJ
caprice	caprice	NOM
caprices	caprice	NOM
capricieuse	capricieux	ADJ
capricieusement	capricieusement	ADV
capricieuses	capricieux	ADJ
capricieux	capricieux	ADJ
capricorne	capricorne	NOM
capricornes	capricorne	NOM
caprine	caprin	ADJ
caps	cap	NOM
capsulaire	capsulaire	ADJ
capsule	capsule	NOM
capsule	capsuler	VER
capsules	capsule	NOM
capsulé	capsuler	VER
capta	capter	VER
captage	captage	NOM
captaient	capter	VER
captais	capter	VER
captait	capter	VER
captant	capter	VER
captation	captation	NOM
captations	captation	NOM
capte	capter	VER
captent	capter	VER
capter	capter	VER
capterai	capter	VER
capterais	capter	VER
capterait	capter	VER
capteront	capter	VER
capteur	capteur	NOM
capteurs	capteur	NOM
captez	capter	VER
captieuse	captieux	ADJ
captieux	captieux	ADJ
captif	captif	ADJ
captif	captif	NOM
captifs	captif	ADJ
captifs	captif	NOM
captions	capter	VER
captiva	captiver	VER
captivaient	captiver	VER
captivait	captiver	VER
captivant	captivant	ADJ
captivant	captiver	VER
captivante	captivant	ADJ
captivantes	captivant	ADJ
captive	captif	ADJ
captive	captif	NOM
captivent	captiver	VER
captiver	captiver	VER
captives	captif	ADJ
captives	captif	NOM
captivité	captivité	NOM
captivèrent	captiver	VER
captivé	captiver	VER
captivée	captiver	VER
captivés	captiver	VER
captons	capter	VER
captura	capturer	VER
capturait	capturer	VER
capturant	capturer	VER
capture	capture	NOM
capture	capturer	VER
capturent	capturer	VER
capturer	capturer	VER
capturera	capturer	VER
capturerait	capturer	VER
captureras	capturer	VER
capturerez	capturer	VER
capturerons	capturer	VER
captureront	capturer	VER
captures	capture	NOM
captures	capturer	VER
capturez	capturer	VER
capturons	capturer	VER
capturé	capturer	VER
capturée	capturer	VER
capturées	capturer	VER
capturés	capturer	VER
capté	capter	VER
captée	capter	VER
captées	capter	VER
captés	capter	VER
capuccino	capuccino	NOM
capuche	capuche	NOM
capuches	capuche	NOM
capuchon	capuchon	NOM
capuchonnés	capuchonner	VER
capuchons	capuchon	NOM
capucin	capucin	NOM
capucinade	capucinade	NOM
capucinades	capucinade	NOM
capucine	capucine	NOM
capucines	capucine	NOM
capucino	capucino	NOM
capucins	capucin	NOM
capulet	capulet	NOM
caput mortuum	caput mortuum	NOM
capétien	capétien	ADJ
capétienne	capétien	ADJ
capétiennes	capétien	ADJ
caque	caque	NOM
caquelon	caquelon	NOM
caques	caque	NOM
caquet	caquet	NOM
caquetage	caquetage	NOM
caquetages	caquetage	NOM
caquetaient	caqueter	VER
caquetait	caqueter	VER
caquetant	caquetant	ADJ
caquetant	caqueter	VER
caquetante	caquetant	ADJ
caquetantes	caquetant	ADJ
caqueter	caqueter	VER
caqueteuse	caqueteur	NOM
caquets	caquet	NOM
caquette	caqueter	VER
caquettent	caqueter	VER
caquètement	caquètement	NOM
caquètements	caquètement	NOM
car	car	CON
car	car	NOM
carabas	carabas	NOM
carabe	carabe	NOM
carabes	carabe	NOM
carabin	carabin	NOM
carabine	carabine	NOM
carabines	carabine	NOM
carabinier	carabinier	NOM
carabiniers	carabinier	NOM
carabins	carabin	NOM
carabiné	carabiné	ADJ
carabinée	carabiné	ADJ
carabinés	carabiné	ADJ
carabosse	carabosse	NOM
caracal	caracal	NOM
caraco	caraco	NOM
caracola	caracoler	VER
caracolade	caracolade	NOM
caracolait	caracoler	VER
caracolant	caracolant	ADJ
caracolant	caracoler	VER
caracole	caracole	NOM
caracole	caracoler	VER
caracolent	caracoler	VER
caracoler	caracoler	VER
caracolerez	caracoler	VER
caracos	caraco	NOM
caractère	caractère	NOM
caractères	caractère	NOM
caractériel	caractériel	ADJ
caractérielle	caractériel	ADJ
caractérielle	caractériel	NOM
caractérielles	caractériel	ADJ
caractériels	caractériel	ADJ
caractérisait	caractériser	VER
caractérisant	caractérisant	ADJ
caractérisant	caractériser	VER
caractérisation	caractérisation	NOM
caractérise	caractériser	VER
caractérisent	caractériser	VER
caractériser	caractériser	VER
caractériserais	caractériser	VER
caractériserait	caractériser	VER
caractéristique	caractéristique	ADJ
caractéristique	caractéristique	NOM
caractéristiques	caractéristique	ADJ
caractéristiques	caractéristique	NOM
caractérisé	caractériser	VER
caractérisé	caractérisé	ADJ
caractérisée	caractériser	VER
caractérisée	caractérisé	ADJ
caractérisées	caractérisé	ADJ
caractérisés	caractériser	VER
caractérisés	caractérisé	ADJ
caractérologie	caractérologie	NOM
caracul	caracul	NOM
carafe	carafe	NOM
carafes	carafe	NOM
carafon	carafon	NOM
carafons	carafon	NOM
caramba	caramba	ONO
carambar	carambar	NOM
carambars	carambar	NOM
carambolage	carambolage	NOM
carambolages	carambolage	NOM
carambolaient	caramboler	VER
carambolait	caramboler	VER
carambole	carambole	NOM
carambole	caramboler	VER
carambolent	caramboler	VER
caramboler	caramboler	VER
caramboles	carambole	NOM
carambolé	caramboler	VER
carambouillage	carambouillage	NOM
carambouille	carambouille	NOM
carambouilleurs	carambouilleur	NOM
carambouillé	carambouiller	VER
caramel	caramel	ADJ
caramel	caramel	NOM
caramels	caramel	NOM
caramélisait	caraméliser	VER
caramélise	caraméliser	VER
caraméliser	caraméliser	VER
caramélisé	caraméliser	VER
caramélisé	caramélisé	ADJ
caramélisée	caramélisé	ADJ
caramélisées	caramélisé	ADJ
caramélisés	caramélisé	ADJ
carapace	carapace	NOM
carapaces	carapace	NOM
carapatait	carapater	VER
carapate	carapater	VER
carapatent	carapater	VER
carapater	carapater	VER
carapaté	carapater	VER
carapatés	carapater	VER
caraque	caraque	NOM
carat	carat	NOM
carats	carat	NOM
caravane	caravane	NOM
caravanes	caravane	NOM
caravanier	caravanier	NOM
caravaniers	caravanier	NOM
caravaning	caravaning	NOM
caravanings	caravaning	NOM
caravanière	caravanier	NOM
caravanières	caravanier	NOM
caravansérail	caravansérail	NOM
caravansérails	caravansérail	NOM
caravelle	caravelle	NOM
caravelles	caravelle	NOM
caraïbe	caraïbe	ADJ
caraïbe	caraïbe	NOM
caraïbes	caraïbe	NOM
carbets	carbet	NOM
carboglace	carboglace	NOM
carbonade	carbonade	NOM
carbonari	carbonari	NOM
carbonate	carbonate	NOM
carbone	carbone	NOM
carbones	carbone	NOM
carbonique	carbonique	ADJ
carboniques	carbonique	ADJ
carbonisa	carboniser	VER
carbonisant	carboniser	VER
carbonisation	carbonisation	NOM
carboniser	carboniser	VER
carbonisé	carboniser	VER
carbonisée	carboniser	VER
carbonisées	carboniser	VER
carbonisés	carboniser	VER
carboné	carboné	ADJ
carboxyhémoglobine	carboxyhémoglobine	NOM
carburaient	carburer	VER
carburais	carburer	VER
carburait	carburer	VER
carburant	carburant	ADJ
carburant	carburant	NOM
carburant	carburer	VER
carburants	carburant	ADJ
carburants	carburant	NOM
carburateur	carburateur	NOM
carburateurs	carburateur	NOM
carburation	carburation	NOM
carbure	carbure	NOM
carbure	carburer	VER
carburent	carburer	VER
carburer	carburer	VER
carburez	carburer	VER
carburé	carburer	VER
carcajou	carcajou	NOM
carcan	carcan	NOM
carcans	carcan	NOM
carcasse	carcasse	NOM
carcasses	carcasse	NOM
carcharodon	carcharodon	NOM
carcinome	carcinome	NOM
carcinoïde	carcinoïde	ADJ
carcinoïde	carcinoïde	NOM
carcéral	carcéral	ADJ
carcérale	carcéral	ADJ
carcérales	carcéral	ADJ
carcéraux	carcéral	ADJ
cardage	cardage	NOM
cardait	carder	VER
cardamome	cardamome	NOM
cardamomes	cardamome	NOM
cardan	cardan	NOM
cardans	cardan	NOM
cardant	carder	VER
carde	carde	NOM
carde	carder	VER
carder	carder	VER
carderai	carder	VER
carderie	carderie	NOM
cardes	carde	NOM
cardeur	cardeur	NOM
cardeuse	cardeur	NOM
cardeuses	cardeur	NOM
cardia	cardia	NOM
cardiaque	cardiaque	ADJ
cardiaque	cardiaque	NOM
cardiaques	cardiaque	ADJ
cardiaques	cardiaque	NOM
cardigan	cardigan	NOM
cardigans	cardigan	NOM
cardinal	cardinal	ADJ
cardinal	cardinal	NOM
cardinal-archevêque	cardinal-archevêque	ADJ
cardinal-archevêque	cardinal-archevêque	NOM
cardinal-légat	cardinal-légat	NOM
cardinale	cardinal	ADJ
cardinales	cardinal	ADJ
cardinalice	cardinalice	ADJ
cardinalices	cardinalice	ADJ
cardinaux	cardinal	ADJ
cardinaux	cardinal	NOM
cardio-pulmonaire	cardio-pulmonaire	ADJ
cardio-respiratoire	cardio-respiratoire	ADJ
cardio-vasculaire	cardio-vasculaire	ADJ
cardiogramme	cardiogramme	NOM
cardiographe	cardiographe	NOM
cardiographie	cardiographie	NOM
cardiologie	cardiologie	NOM
cardiologue	cardiologue	NOM
cardiologues	cardiologue	NOM
cardiomyopathie	cardiomyopathie	NOM
cardiomégalie	cardiomégalie	NOM
cardiotonique	cardiotonique	ADJ
cardiovasculaire	cardiovasculaire	ADJ
cardioïde	cardioïde	ADJ
cardite	cardite	NOM
cardium	cardium	NOM
cardon	cardon	NOM
cardons	cardon	NOM
cardères	carder	NOM
cardé	carder	VER
cardée	carder	VER
cardés	carder	VER
cardés	cardé	NOM
care	care	NOM
carence	carence	NOM
carences	carence	NOM
caressa	caresser	VER
caressai	caresser	VER
caressaient	caresser	VER
caressais	caresser	VER
caressait	caresser	VER
caressant	caressant	ADJ
caressant	caresser	VER
caressante	caressant	ADJ
caressantes	caressant	ADJ
caressants	caressant	ADJ
caresse	caresse	NOM
caresse	caresser	VER
caressent	caresser	VER
caresser	caresser	VER
caressera	caresser	VER
caresserai	caresser	VER
caresseraient	caresser	VER
caresserait	caresser	VER
caresserez	caresser	VER
caresseront	caresser	VER
caresses	caresse	NOM
caresses	caresser	VER
caresseurs	caresseur	ADJ
caresseuse	caresseur	NOM
caresseuses	caresseur	NOM
caressez	caresser	VER
caressions	caresser	VER
caressât	caresser	VER
caressèrent	caresser	VER
caressé	caresser	VER
caressée	caresser	VER
caressées	caresser	VER
caressés	caresser	VER
caret	caret	NOM
carex	carex	NOM
cargaison	cargaison	NOM
cargaisons	cargaison	NOM
cargo	cargo	NOM
cargos	cargo	NOM
cargua	carguer	VER
carguent	carguer	VER
carguer	carguer	VER
carguez	carguer	VER
carguée	carguer	VER
carguées	carguer	VER
cari	cari	NOM
cariatide	cariatide	NOM
cariatides	cariatide	NOM
caribou	caribou	NOM
caribous	caribou	NOM
caribéenne	caribéen	ADJ
caricatural	caricatural	ADJ
caricaturale	caricatural	ADJ
caricaturales	caricatural	ADJ
caricaturaux	caricatural	ADJ
caricature	caricature	NOM
caricature	caricaturer	VER
caricaturer	caricaturer	VER
caricatures	caricature	NOM
caricatures	caricaturer	VER
caricaturiste	caricaturiste	NOM
caricaturistes	caricaturiste	NOM
caricaturé	caricaturer	VER
caricaturées	caricaturer	VER
caricaturés	caricaturer	VER
carie	carie	NOM
carien	carien	ADJ
carier	carier	VER
caries	carie	NOM
carillon	carillon	NOM
carillonnaient	carillonner	VER
carillonnait	carillonner	VER
carillonnant	carillonner	VER
carillonne	carillonner	VER
carillonnent	carillonner	VER
carillonner	carillonner	VER
carillonnes	carillonner	VER
carillonneur	carillonneur	NOM
carillonneuse	carillonneur	NOM
carillonné	carillonner	VER
carillonné	carillonné	ADJ
carillonnées	carillonné	ADJ
carillonnés	carillonné	ADJ
carillons	carillon	NOM
carioca	carioca	ADJ
carioca	carioca	NOM
caris	cari	NOM
carissime	carissime	ADJ
cariste	cariste	NOM
caritatif	caritatif	ADJ
caritatifs	caritatif	ADJ
caritative	caritatif	ADJ
caritatives	caritatif	ADJ
carié	carié	ADJ
cariée	carier	VER
cariée	carié	ADJ
cariées	carier	VER
cariées	carié	ADJ
carlin	carlin	NOM
carlines	carline	NOM
carlingue	carlingue	NOM
carlingues	carlingue	NOM
carlins	carlin	NOM
carlisme	carlisme	NOM
carliste	carliste	ADJ
carlistes	carliste	ADJ
carlistes	carliste	NOM
carma	carmer	VER
carmagnole	carmagnole	NOM
carmagnoles	carmagnole	NOM
carmant	carmer	VER
carme	carme	NOM
carmel	carmel	NOM
carmer	carmer	VER
carmes	carme	NOM
carmin	carmin	ADJ
carmin	carmin	NOM
carmina	carminer	VER
carmine	carminer	VER
carmins	carmin	NOM
carminé	carminé	ADJ
carminée	carminer	VER
carminée	carminé	ADJ
carminées	carminé	ADJ
carminés	carminé	ADJ
carmé	carmer	VER
carmée	carmer	VER
carmélite	carmélite	NOM
carmélites	carmélite	NOM
carnage	carnage	NOM
carnages	carnage	NOM
carnassier	carnassier	ADJ
carnassier	carnassier	NOM
carnassiers	carnassier	ADJ
carnassiers	carnassier	NOM
carnassière	carnassier	ADJ
carnassière	carnassier	NOM
carnassières	carnassier	ADJ
carnassières	carnassier	NOM
carnation	carnation	NOM
carnaval	carnaval	NOM
carnavalesque	carnavalesque	ADJ
carnavals	carnaval	NOM
carne	carne	NOM
carnes	carne	NOM
carnet	carnet	NOM
carnets	carnet	NOM
carnier	carnier	NOM
carniers	carnier	NOM
carnivore	carnivore	ADJ
carnivore	carnivore	NOM
carnivores	carnivore	ADJ
carnivores	carnivore	NOM
carné	carné	ADJ
carnée	carné	ADJ
carnées	carné	ADJ
carnés	carné	ADJ
carogne	carogne	NOM
carole	carole	NOM
caroline	carolin	ADJ
carolines	carolin	ADJ
carolingien	carolingien	ADJ
carolingienne	carolingien	ADJ
carolingiens	carolingien	ADJ
carolins	carolin	ADJ
carolus	carolus	NOM
caronades	caronade	NOM
caroncule	caroncule	NOM
carotide	carotide	NOM
carotides	carotide	NOM
carotidien	carotidien	ADJ
carotidienne	carotidien	ADJ
carottage	carottage	NOM
carottait	carotter	VER
carotte	carotte	ADJ
carotte	carotte	NOM
carotte	carotter	VER
carottent	carotter	VER
carotter	carotter	VER
carotterait	carotter	VER
carottes	carotte	NOM
carotteur	carotteur	ADJ
carotteur	carotteur	NOM
carotteuse	carotteur	ADJ
carottier	carottier	ADJ
carotté	carotter	VER
carottés	carotter	VER
carotène	carotène	NOM
caroube	caroube	NOM
caroubier	caroubier	NOM
caroubiers	caroubier	NOM
caroublant	caroubler	VER
carouble	carouble	NOM
caroubler	caroubler	VER
caroubles	carouble	NOM
caroubleur	caroubleur	NOM
carousse	carousse	NOM
carpaccio	carpaccio	NOM
carpe	carpe	NOM
carpes	carpe	NOM
carpette	carpette	NOM
carpettes	carpette	NOM
carpien	carpien	ADJ
carpienne	carpien	ADJ
carpillon	carpillon	NOM
carpé	carpé	ADJ
carquois	carquois	NOM
carra	carrer	VER
carraient	carrer	VER
carrais	carrer	VER
carrait	carrer	VER
carrant	carrer	VER
carrare	carrare	NOM
carre	carre	NOM
carre	carrer	VER
carreau	carreau	NOM
carreaux	carreau	NOM
carrefour	carrefour	NOM
carrefours	carrefour	NOM
carrelage	carrelage	NOM
carrelages	carrelage	NOM
carrelait	carreler	VER
carrelant	carreler	VER
carreler	carreler	VER
carrelet	carrelet	NOM
carrelets	carrelet	NOM
carreleur	carreleur	NOM
carreleurs	carreleur	NOM
carrelé	carreler	VER
carrelée	carreler	VER
carrelées	carreler	VER
carrelés	carreler	VER
carrent	carrer	VER
carrer	carrer	VER
carrerais	carrer	VER
carres	carre	NOM
carres	carrer	VER
carrick	carrick	NOM
carrier	carrier	NOM
carriers	carrier	NOM
carriole	carriole	NOM
carrioles	carriole	NOM
carrière	carrière	NOM
carrières	carrière	NOM
carriérisme	carriérisme	NOM
carriériste	carriériste	NOM
carriéristes	carriériste	NOM
carron	carron	NOM
carrossable	carrossable	ADJ
carrossables	carrossable	ADJ
carrosse	carrosse	NOM
carrosse	carrosser	VER
carrosser	carrosser	VER
carrosserie	carrosserie	NOM
carrosseries	carrosserie	NOM
carrosses	carrosse	NOM
carrossier	carrossier	NOM
carrossiers	carrossier	NOM
carrossée	carrosser	VER
carrossées	carrosser	VER
carrousel	carrousel	NOM
carrousels	carrousel	NOM
carrure	carrure	NOM
carrures	carrure	NOM
carry	carry	NOM
carré	carrer	VER
carré	carré	ADJ
carré	carré	NOM
